record_id,record_type,source_record_index,C0,tau0,tau_eff,HRV_mod,dphi_rad,C,F_res,baseline_F_cap,baseline_B_rank,baseline_S_rank,baseline_zone3,baseline_phi_lock_T,baseline_C_hat,baseline_theta_C,baseline_pi_gate_ok,baseline_phi_lock_ok,recommended_C,recommended_dphi_rad,recommended_tau,recommended_C_cl,recommended_dphi_cl,recommended_tau_cl,recommended_F_res,recommended_F_cap,recommended_B_rank,recommended_S_rank,recommended_zone3,recommended_phi_lock_T,recommended_C_hat,recommended_theta_C,recommended_pi_gate_ok,recommended_phi_lock_ok,G_phi,phase_type,inversion_flag,F_phi,C_phi_signed,R_Qeff_raw,R_PLV,R_combo_norm,Q_c,R_PLV_signed,R_combo_signed_raw,R_combo_signed_unit,classification_allowed
SYN-00011,synthetic_grid,11,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.19646464646464645,0.0360423876628602,0.15705860174958258,0.1570586017495825,0.515,0.4851,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.1964646464646464,0.8561159420289856,0.0360423876628602,0.1964646464646464,0.8561159420289856,0.1570586017495826,0.1570586017495826,0.515,0.4851,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9807628179143679,inphase,0,0.15403723682961112,0.03534903368858882,4.357608136805635,0.9807628179143678,0.2481401717957937,0.2481401717957937,0.9807628179143679,4.2737800356200735,0.2499152054687927,true
SYN-00012,synthetic_grid,12,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.21111111111111108,0.0360423876628602,0.14616219158035318,0.1461621915803531,0.4766,0.5235,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.211111111111111,0.8561159420289856,0.0360423876628602,0.211111111111111,0.8561159420289856,0.1461621915803532,0.1461621915803532,0.4766,0.5235,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9777986889381424,inphase,0,0.14291719929959495,0.03524219940294498,4.055286041189934,0.9777986889381424,0.230055953806229,0.230055953806229,0.9777986889381424,3.965253374344667,0.2318736817350948,true
SYN-00013,synthetic_grid,13,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.22575757575757577,0.0360423876628602,0.13667963328990518,0.1366796332899051,0.4386,0.5615,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.2257575757575757,0.8561159420289856,0.0360423876628602,0.2257575757575757,0.8561159420289856,0.1366796332899052,0.1366796332899052,0.4386,0.5615,regulativ,2.5683478260869568,0.0,0.62,false,true,0.974624807386394,inphase,0,0.13321136126881683,0.035127805133660865,3.792191421067991,0.974624807386394,0.2142716104309289,0.2142716104309289,0.974624807386394,3.6959638333307265,0.21612660294016767,true
SYN-00014,synthetic_grid,14,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.2404040404040404,0.0360423876628602,0.12835251277434376,0.1283525127743437,0.4027,0.5974,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.2404040404040404,0.8561159420289856,0.0360423876628602,0.2404040404040404,0.8561159420289856,0.1283525127743437,0.1283525127743437,0.4027,0.5974,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9712418541046152,inphase,0,0.12466133248593989,0.035005875420033646,3.5611545487760323,0.971241854104615,0.2003669285529016,0.2003669285529015,0.9712418541046152,3.458742346706318,0.20225474803017346,true
SYN-00015,synthetic_grid,15,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.255050505050505,0.0360423876628602,0.12098177441700521,0.1209817744170052,0.3741,0.626,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.255050505050505,0.8561159420289856,0.0360423876628602,0.255050505050505,0.8561159420289856,0.1209817744170052,0.1209817744170052,0.3741,0.626,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9676505547873399,inphase,0,0.11706808113377187,0.03487643641782705,3.356652604390874,0.9676505547873396,0.1880182280803085,0.1880182280803084,0.9676505547873399,3.2480667548671986,0.18993520107574205,true
SYN-00016,synthetic_grid,16,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.26969696969696966,0.0360423876628602,0.11441160314716786,0.1144116031471678,0.3429,0.6572,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.2696969696969696,0.8561159420289856,0.0360423876628602,0.2696969696969696,0.8561159420289856,0.1144116031471678,0.1144116031471678,0.3429,0.6572,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9638516798224708,inphase,0,0.11027581588457958,0.0347395158936605,3.174362481680509,0.9638516798224708,0.1769721497664739,0.1769721497664739,0.9638516798224708,3.059614610333186,0.17891520097519426,true
SYN-00017,synthetic_grid,17,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.28434343434343434,0.0360423876628602,0.108518287887367,0.108518287887367,0.3175,0.6826,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.2843434343434343,0.8561159420289856,0.0360423876628602,0.2843434343434343,0.8561159420289856,0.108518287887367,0.108518287887367,0.3175,0.6826,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9598460441260197,inphase,0,0.10416084934401777,0.03459514321905282,3.010851803228049,0.9598460441260196,0.1670275441282361,0.1670275441282361,0.9598460441260197,2.889954192778136,0.16899407313056955,true
SYN-00018,synthetic_grid,18,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.298989898989899,0.0360423876628602,0.10320235824423586,0.1032023582442358,0.2953,0.7048,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.298989898989899,0.8561159420289856,0.0360423876628602,0.298989898989899,0.8561159420289856,0.1032023582442358,0.1032023582442358,0.2953,0.7048,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9556345069672957,inphase,0,0.09862373473859251,0.03444334936412155,2.8633607520564044,0.9556345069672956,0.1580226835522334,0.1580226835522334,0.9556345069672957,2.736326340560927,0.16001047174430338,true
SYN-00019,synthetic_grid,19,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3136363636363636,0.0360423876628602,0.09838292444539071,0.0983829244453907,0.2752,0.7249,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3136363636363636,0.8561159420289856,0.0360423876628602,0.3136363636363636,0.8561159420289856,0.0983829244453907,0.0983829244453907,0.2752,0.7249,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9512179717845791,inphase,0,0.09358360584918002,0.03428416689093942,2.7296450325561863,0.951217971784579,0.1498260574809987,0.1498260574809987,0.9512179717845791,2.596487411559947,0.15183319673657236,true
SYN-00020,synthetic_grid,20,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.32828282828282823,0.0360423876628602,0.09399353243167329,0.0939935324316732,0.2567,0.7434,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3282828282828282,0.8561159420289856,0.0360423876628602,0.3282828282828282,0.8561159420289856,0.0939935324316733,0.0939935324316733,0.2567,0.7434,regulativ,2.5683478260869568,0.0,0.62,false,true,0.94659738599132,inphase,0,0.08897403209991231,0.034117629946549266,2.6078608695652186,0.94659738599132,0.1423296316554816,0.1423296316554816,0.94659738599132,2.468594282159487,0.14435446890178208,true
SYN-00021,synthetic_grid,21,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3429292929292929,0.0360423876628602,0.08997908112015851,0.0899790811201585,0.2397,0.7604,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3429292929292929,0.8561159420289856,0.0360423876628602,0.3429292929292929,0.8561159420289856,0.0899790811201585,0.0899790811201585,0.2397,0.7604,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9417737407729043,inphase,0,0.08473993581784028,0.03394377425563903,2.496479477492477,0.9417737407729044,0.1354438347373408,0.1354438347373408,0.9417737407729043,2.351118816280876,0.1374849283667284,true
SYN-00022,synthetic_grid,22,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.35757575757575755,0.0360423876628602,0.08629349728896557,0.0862934972889655,0.2246,0.7755,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3575757575757575,0.8561159420289856,0.0360423876628602,0.3575757575757575,0.8561159420289856,0.0862934972889655,0.0862934972889655,0.2246,0.7755,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9367480708740286,inphase,0,0.08083526711441165,0.03376263711287818,2.3942225497420786,0.9367480708740288,0.1290937770312198,0.1290937770312198,0.9367480708740286,2.24278335471399,0.1311498622399298,true
SYN-00023,synthetic_grid,23,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3722222222222222,0.0360423876628602,0.0828979594037824,0.0828979594037824,0.2102,0.7899,regulativ,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3722222222222222,0.8561159420289856,0.0360423876628602,0.3722222222222222,0.8561159420289856,0.0828979594037824,0.0828979594037824,0.2102,0.7899,regulativ,2.5683478260869568,0.0,0.62,false,true,0.9315214543767327,inphase,0,0.07722122770867473,0.033574257374917545,2.3000129785853347,0.9315214543767328,0.1232163619361891,0.1232163619361891,0.9315214543767327,2.142511434897172,0.12528632288252006,true
SYN-00024,synthetic_grid,24,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3868686868686868,0.0360423876628602,0.07975952490938333,0.0797595249093833,0.1973,0.8028,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.3868686868686868,0.8561159420289856,0.0360423876628602,0.3868686868686868,0.8561159420289856,0.0797595249093833,0.0797595249093833,0.1973,0.8028,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.9260950124691343,inphase,0,0.07386489821548756,0.03337867545205389,2.212936769213305,0.9260950124691344,0.117758053541477,0.117758053541477,0.9260950124691343,2.0493897048780014,0.1198409007743666,true
SYN-00025,synthetic_grid,25,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.4015151515151515,0.0360423876628602,0.0768500579630033,0.0768500579630033,0.1855,0.8146,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4015151515151515,0.8561159420289856,0.0360423876628602,0.4015151515151515,0.8561159420289856,0.0768500579630033,0.0768500579630033,0.1855,0.8146,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.9204699092049174,inphase,0,0.0707381658755983,0.033175933299561366,2.1322132895816246,0.9204699092049176,0.1126731328227339,0.1126731328227339,0.9204699092049174,1.9626381730667164,0.1147679848272069,true
SYN-00026,synthetic_grid,26,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.4161616161616161,0.0360423876628602,0.07414538359294616,0.0741453835929461,0.1743,0.8258,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4161616161616161,0.8561159420289856,0.0360423876628602,0.4161616161616161,0.8561159420289856,0.0741453835929461,0.0741453835929461,0.1743,0.8258,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.9146473512536252,inphase,0,0.06781687871097215,0.03296607440869142,2.057171802448291,0.9146473512536254,0.107922322067589,0.107922322067589,0.9146473512536252,1.8815867401829751,0.11002839005773923,true
SYN-00027,synthetic_grid,27,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.43080808080808075,0.0360423876628602,0.07162461439693743,0.0716246143969374,0.1642,0.8359,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4308080808080807,0.8561159420289856,0.0360423876628602,0.4308080808080807,0.8561159420289856,0.0716246143969374,0.0716246143969374,0.1642,0.8359,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.9086285876418111,inphase,0,0.06508017221987857,0.0327491437973433,1.9872327845455944,0.9086285876418112,0.103471689897976,0.103471689897976,0.9086285876418111,1.805656518337167,0.10558826519503488,true
SYN-00028,synthetic_grid,28,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.44545454545454544,0.0360423876628602,0.06926961006869346,0.0692696100686934,0.1547,0.8454,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4454545454545454,0.8561159420289856,0.0360423876628602,0.4454545454545454,0.8561159420289856,0.0692696100686934,0.0692696100686934,0.1547,0.8454,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.9024149094851038,inphase,0,0.06250992890020839,0.03252518800040701,1.921892931085478,0.902414909485104,0.0992917723074398,0.0992917723074398,0.9024149094851038,1.7343448354455626,0.1014182157929498,true
SYN-00029,synthetic_grid,29,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.46010101010101007,0.0360423876628602,0.06706454015432231,0.0670645401543223,0.146,0.8541,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.46010101010101,0.8561159420289856,0.0360423876628602,0.46010101010101,0.8561159420289856,0.0670645401543223,0.0670645401543223,0.146,0.8541,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8960076497112436,inphase,0,0.060090341002639644,0.03229425505978089,1.860713024387916,0.8960076497112438,0.0953568615783676,0.0953568615783675,0.8960076497112436,1.6672131037689164,0.0974925948261209,true
SYN-00030,synthetic_grid,30,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.4747474747474747,0.0360423876628602,0.064995527745306,0.064995527745306,0.1377,0.8624,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4747474747474747,0.8561159420289856,0.0360423876628602,0.4747474747474747,0.8561159420289856,0.064995527745306,0.064995527745306,0.1377,0.8624,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8894081827741489,inphase,0,0.05780755422039938,0.032056394514065896,1.803308048103608,0.8894081827741491,0.0916444268242314,0.0916444268242314,0.8894081827741489,1.6038769340458274,0.09378892460022553,true
SYN-00031,synthetic_grid,31,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.4893939393939393,0.0360423876628602,0.06305035715230921,0.0630503571523092,0.1299,0.8702,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.4893939393939393,0.8561159420289856,0.0360423876628602,0.4893939393939393,0.8561159420289856,0.0630503571523092,0.0630503571523092,0.1299,0.8702,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8826179243590759,inphase,0,0.05564937535986956,0.031811657387938834,1.7493390765917354,0.882617924359076,0.0881346385821557,0.0881346385821557,0.8826179243590759,1.54399802478162,0.09028742246691782,true
SYN-00032,synthetic_grid,32,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.5040404040404041,0.0360423876628602,0.06121823254567898,0.0612182325456789,0.1226,0.8775,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.5040404040404041,0.8561159420289856,0.0360423876628602,0.5040404040404041,0.8561159420289856,0.0612182325456789,0.0612182325456789,0.1226,0.8775,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8756383310789315,inphase,0,0.0536050309779002,0.031560096181206775,1.6985065783741395,0.8756383310789316,0.0848099762912703,0.0848099762912703,0.8756383310789315,1.4872774656141179,0.08697060922886954,true
SYN-00033,synthetic_grid,33,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.5186868686868686,0.0360423876628602,0.05948957748840081,0.0594895774884008,0.1157,0.8844,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.5186868686868686,0.8561159420289856,0.0360423876628602,0.5186868686868686,0.8561159420289856,0.0594895774884008,0.0594895774884008,0.1157,0.8844,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8684709001618094,inphase,0,0.05166496691159716,0.03130176485754509,1.650544854155201,0.8684709001618094,0.0816549022733955,0.0816549022733955,0.8684709001618094,1.43345017524561,0.08382298389014003,true
SYN-00034,synthetic_grid,34,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.5333333333333333,0.0360423876628602,0.05785586750055647,0.0578558675005564,0.1093,0.8908,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.5333333333333333,0.8561159420289856,0.0360423876628602,0.5333333333333333,0.8561159420289856,0.0578558675005564,0.0578558675005564,0.1093,0.8908,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8611171691298103,inphase,0,0.04982068083962852,0.031036718832921376,1.605217391304348,0.8611171691298103,0.0786555894319981,0.0786555894319981,0.8611171691298103,1.382280255837939,0.08083075199799628,true
SYN-00035,synthetic_grid,35,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.547979797979798,0.0360423876628602,0.056309489475195956,0.0563094894751959,0.1036,0.8965,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.547979797979798,0.8561159420289856,0.0360423876628602,0.547979797979798,0.8561159420289856,0.0563094894751959,0.0563094894751959,0.1036,0.8965,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8535787154692218,inphase,0,0.04806458169496538,0.030765014963707937,1.5623129633340012,0.8535787154692218,0.0757996926189116,0.0757996926189115,0.8535787154692218,1.3335570924035502,0.07798159754940329,true
SYN-00036,synthetic_grid,36,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.5626262626262626,0.0360423876628602,0.05484362305259212,0.0548436230525921,0.0981,0.902,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.5626262626262626,0.8561159420289856,0.0360423876628602,0.5626262626262626,0.8561159420289856,0.0548436230525921,0.0548436230525921,0.0981,0.902,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8458571562921231,inphase,0,0.04638987103602268,0.03048671153448523,1.5216423386152529,0.8458571562921231,0.073076155711413,0.073076155711413,0.8458571562921231,1.2870920614347936,0.07526449052356503,true
SYN-00037,synthetic_grid,37,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.5772727272727273,0.0360423876628602,0.053452140053007545,0.0534521400530075,0.0925,0.9076,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.5772727272727273,0.8561159420289856,0.0360423876628602,0.5772727272727273,0.8561159420289856,0.0534521400530075,0.0534521400530075,0.0925,0.9076,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8379541479894898,inphase,0,0.04479044247633278,0.030201868245538915,1.4830354901289513,0.8379541479894898,0.0704750480574063,0.0704750480574062,0.8379541479894898,1.2427157405691807,0.0726695237132365,true
SYN-00038,synthetic_grid,38,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.591919191919192,0.0360423876628602,0.05212951884009183,0.0521295188400918,0.0876,0.9125,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.591919191919192,0.8561159420289856,0.0360423876628602,0.591919191919192,0.8561159420289856,0.0521295188400918,0.0521295188400918,0.0876,0.9125,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8298713858758735,inphase,0,0.04326079604486944,0.02991054620005328,1.446339219468764,0.8298713858758734,0.0679874252019191,0.0679874252019191,0.8298713858758735,1.2002755325071723,0.07018777378002632,true
SYN-00039,synthetic_grid,39,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.6065656565656565,0.0360423876628602,0.050870771091246984,0.0508707710912469,0.0829,0.9172,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.6065656565656565,0.8561159420289856,0.0360423876628602,0.6065656565656565,0.8561159420289856,0.0508707710912469,0.0508707710912469,0.0829,0.9172,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.821610603825731,inphase,0,0.04179596495335991,0.029612807891003647,1.411415125076929,0.8216106038257309,0.065605209790753,0.065605209790753,0.821610603825731,1.1596336331632253,0.06781118243921558,true
SYN-00040,synthetic_grid,40,0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.6212121212121212,0.0360423876628602,0.04967137892730701,0.049671378927307,0.0786,0.9215,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.0360423876628602,0.6212121212121212,0.8561159420289856,0.0360423876628602,0.6212121212121212,0.8561159420289856,0.049671378927307,0.049671378927307,0.0786,0.9215,fragmentiert,2.5683478260869568,0.0,0.62,false,true,0.8131735739014821,inphase,0,0.040391452722933,0.029308717187750716,1.3781378579003185,0.813173573901482,0.0633210893212411,0.0633210893212411,0.8131735739014821,1.120665287237735,0.06553245445191172,true
